"workspace_revision","id","version","account","date","posting_date","description","amount","currency","balance","anchor","review","duplicate_candidates","transfer_peer","merchant"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:29","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 27","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":29,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:30","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 28","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":30,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:31","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 29","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":31,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:32","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 30","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":32,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:33","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 31","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":33,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:34","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 32","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":34,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:35","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 33","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":35,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:36","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 34","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":36,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:37","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 35","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":37,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:38","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 36","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":38,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:39","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 37","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":39,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:40","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 38","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":40,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:41","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 39","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":41,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:42","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 40","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":42,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:43","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 41","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":43,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:44","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 42","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":44,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:45","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 43","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":45,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:46","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 44","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":46,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:47","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 45","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":47,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:48","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 46","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":48,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:49","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 47","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":49,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:50","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 48","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":50,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:51","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 49","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":51,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:52","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 50","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":52,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:53","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 51","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":53,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:54","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 52","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":54,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:55","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 53","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":55,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:56","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 54","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":56,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:57","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 55","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":57,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:58","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 56","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":58,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:59","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 57","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":59,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:60","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 58","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":60,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:61","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 59","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":61,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:62","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 60","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":62,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:63","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 61","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":63,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:64","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 62","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":64,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:65","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 63","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":65,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:66","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 64","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":66,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:67","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 65","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":67,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:68","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 66","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":68,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:69","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 67","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":69,""column"":""amount""}","text:pending","json:[]","null","null"
